interval_label,threshold,rank,region_start,region_end,wavelength,coefficient,abs_coefficient,vip,direction
thr_0p05_rank_01_763_986,0.05,1,763,986,797,-0.06653027815715754,0.06653027815715754,0.7454699173347139,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,798,-0.019274418274080614,0.019274418274080614,0.730353764425144,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,799,0.07162460175111579,0.07162460175111579,0.7325602415041106,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,800,0.1082365584338083,0.1082365584338083,0.7439354302267525,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,801,0.04340642209513997,0.04340642209513997,0.7239420276994283,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,802,-0.026337440522662976,0.026337440522662976,0.7330292554710052,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,803,-0.03054776490752388,0.03054776490752388,0.7323902750415788,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,804,0.0102902646382815,0.0102902646382815,0.7313445976548884,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,805,0.0427527849991556,0.0427527849991556,0.760679125522684,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,806,0.04884845396855958,0.04884845396855958,0.7845208763187771,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,807,-0.011144788103323134,0.011144788103323134,0.8046146207053493,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,808,-0.06338265635941359,0.06338265635941359,0.8366700046177102,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,809,-0.004019884557326765,0.004019884557326765,0.8298895042831325,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,810,0.06904655606832755,0.06904655606832755,0.8414026093231832,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,811,0.05646350117458155,0.05646350117458155,0.8613731315799278,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,812,-0.016082483046537713,0.016082483046537713,0.8942122435648745,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,813,-0.02343171670786729,0.02343171670786729,0.9212782641769338,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,814,0.009221402029779138,0.009221402029779138,0.9412590946323236,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,815,0.018544926147553098,0.018544926147553098,0.9559136498622731,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,816,-0.00929566883437587,0.00929566883437587,0.974331077657165,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,817,-0.009720256623132018,0.009720256623132018,1.0082961925244078,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,818,0.001431721814612212,0.001431721814612212,1.0358426634210254,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,819,0.020472776736712984,0.020472776736712984,1.0594511500406514,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,820,0.05762582036759603,0.05762582036759603,1.0909623403596418,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,821,0.06949800323037436,0.06949800323037436,1.1279693741688634,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,822,0.01483908552431244,0.01483908552431244,1.1674563733800454,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,823,-0.02468273097258772,0.02468273097258772,1.2196153184115759,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,824,0.01587260831907337,0.01587260831907337,1.2601755841443212,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,825,0.01602017546848792,0.01602017546848792,1.2883232859854876,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,826,0.011591449358292748,0.011591449358292748,1.3019592030094556,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,827,0.013071682810006166,0.013071682810006166,1.3190296704652178,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,828,0.018067101767828653,0.018067101767828653,1.3467315427084818,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,829,0.003453016394491786,0.003453016394491786,1.3554527901305664,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,830,-0.019164289346709426,0.019164289346709426,1.370011869634574,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,831,-0.01851103062451239,0.01851103062451239,1.38754080488203,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,832,0.01953845377513303,0.01953845377513303,1.390079789385296,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,833,-0.004927224387404144,0.004927224387404144,1.3895251663986143,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,834,-0.002776229138414966,0.002776229138414966,1.3921497571651966,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,835,0.03474827708300972,0.03474827708300972,1.404141327173863,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,836,-0.014183159296990542,0.014183159296990542,1.4146926397075836,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,837,-0.04484644918847614,0.04484644918847614,1.4101499208049315,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,838,-0.03169956359324845,0.03169956359324845,1.4008032121099119,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,839,0.009019440394227966,0.009019440394227966,1.3920388407092592,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,840,0.037451372259767565,0.037451372259767565,1.3624196268359279,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,841,0.009061441461155523,0.009061441461155523,1.3480990900009038,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,842,-0.02912929371586213,0.02912929371586213,1.3495742917622096,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,843,-0.02318366969354135,0.02318366969354135,1.3439636862136126,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,844,-0.028809637941508964,0.028809637941508964,1.3421511535172024,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,845,-0.0289186248684801,0.0289186248684801,1.3450010412018507,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,846,-0.020443740731690252,0.020443740731690252,1.3755882353922781,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,847,-0.04075916565728979,0.04075916565728979,1.4390065693531557,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,848,-0.03631371731913472,0.03631371731913472,1.464137186881637,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,849,-0.056921047469371835,0.056921047469371835,1.4688922539146465,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,850,-0.06222939347587338,0.06222939347587338,1.4629397878058907,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,851,0.0012789203022062316,0.0012789203022062316,1.4309438137409523,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,852,0.030356366493376204,0.030356366493376204,1.4067465188158734,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,853,-0.007398823617586163,0.007398823617586163,1.3810609080437186,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,854,-0.04997141228294675,0.04997141228294675,1.3456760515469628,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,855,-0.03686106233094811,0.03686106233094811,1.2923248111851384,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,856,-0.03565125227723829,0.03565125227723829,1.248982792091418,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,857,-0.028797028252028938,0.028797028252028938,1.2300528427101614,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,858,-0.013302297869260356,0.013302297869260356,1.234895968376285,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,859,0.0024562208129704183,0.0024562208129704183,1.2283320472873553,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,860,-0.02129742251680041,0.02129742251680041,1.212662465396137,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,861,-0.0645606726181715,0.0645606726181715,1.1980692966662054,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,862,-0.044712254373701965,0.044712254373701965,1.167041770579549,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,863,0.026710973726071327,0.026710973726071327,1.1264223493115317,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,864,0.012916811128608567,0.012916811128608567,1.095935941158406,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,865,-0.019495105687651896,0.019495105687651896,1.0680275322345896,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,866,-0.013091810547119808,0.013091810547119808,1.0399816490818865,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,867,-0.03146573333205893,0.03146573333205893,1.0427220512826485,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,868,-0.00323877301159061,0.00323877301159061,1.0384891383977661,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,869,0.023565924926041894,0.023565924926041894,1.0440041092685048,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,870,0.002575509877314159,0.002575509877314159,1.0581200378178786,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,871,0.0012390085271839222,0.0012390085271839222,1.0799774534896744,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,872,0.003946563617785727,0.003946563617785727,1.0909749826296895,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,873,-0.012524053958488449,0.012524053958488449,1.0838491892136626,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,874,0.0015305547196179698,0.0015305547196179698,1.0610503194347773,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,875,-0.008144741802730678,0.008144741802730678,1.0382919774752917,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,876,-5.1446951678756764e-05,5.1446951678756764e-05,1.00455652979995,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,877,0.014439662072462037,0.014439662072462037,0.9779769477431521,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,878,-0.0002390265346327719,0.0002390265346327719,0.967146673416932,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,879,0.03706118679273393,0.03706118679273393,0.9492233560205008,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,880,0.01754651710785264,0.01754651710785264,0.9467819739766088,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,881,-0.015870853182235266,0.015870853182235266,0.9530191401705954,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,882,0.0059415907391678,0.0059415907391678,0.916004895683603,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,883,0.007892698512750346,0.007892698512750346,0.8695701514998342,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,884,-0.02541262773751267,0.02541262773751267,0.8268536666379929,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,885,-0.02999760124350859,0.02999760124350859,0.7957216094489056,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,886,0.0320612015133436,0.0320612015133436,0.7745794752366109,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,887,0.017371390881616836,0.017371390881616836,0.7383817542764829,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,888,-0.025469809620343425,0.025469809620343425,0.7235629840485618,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,889,-0.03360749713340284,0.03360749713340284,0.7354191210153362,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,890,0.025748215514187527,0.025748215514187527,0.7689120273886941,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,891,0.0019759295890211205,0.0019759295890211205,0.7951978786375805,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,892,-0.00632318905724863,0.00632318905724863,0.8345632967159642,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,893,0.04752275369054404,0.04752275369054404,0.8578255040918068,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,894,0.03553940807443691,0.03553940807443691,0.8553365129780741,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,895,-0.037357753538127876,0.037357753538127876,0.8440034271322008,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,896,-0.061164405010126446,0.061164405010126446,0.8329959625781789,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,897,0.01846474646152752,0.01846474646152752,0.8265407430535064,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,898,0.03930845681100882,0.03930845681100882,0.8400768708111724,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,899,-0.007193959675030512,0.007193959675030512,0.8345561733857116,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,900,0.026358404195407956,0.026358404195407956,0.8532422363558584,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,901,0.07721532100773242,0.07721532100773242,0.8592448207706139,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,902,0.019126550405364495,0.019126550405364495,0.7909664117026937,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,903,-0.0038871805073846847,0.0038871805073846847,0.7570645865175513,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,904,-0.014938437223090417,0.014938437223090417,0.7527151800772142,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,905,0.0012649086078352911,0.0012649086078352911,0.762493234166862,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,906,0.0332939893109962,0.0332939893109962,0.7803463893521743,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,907,0.027997928556644364,0.027997928556644364,0.7832718340531504,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,908,0.015633975477725617,0.015633975477725617,0.7809760639799082,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,909,0.042455340270849296,0.042455340270849296,0.8052200739295226,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,910,0.03338274531999668,0.03338274531999668,0.8202034924678966,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,911,0.0026677403748954394,0.0026677403748954394,0.841396066499186,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,912,-0.0015914620041843248,0.0015914620041843248,0.8510985759049938,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,913,-0.0011325730914156333,0.0011325730914156333,0.8424804453993057,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,914,0.051327829618036766,0.051327829618036766,0.8508409732141226,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,915,0.029271950224713343,0.029271950224713343,0.8611700205253504,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,916,-0.038796825935236735,0.038796825935236735,0.8501306101907271,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,917,-0.02572310131618765,0.02572310131618765,0.8408212975160504,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,918,0.053630491354171035,0.053630491354171035,0.848689505380949,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,919,0.07019121466775462,0.07019121466775462,0.8317436289049391,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,920,-0.015339895966125677,0.015339895966125677,0.8092417324892884,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,921,-0.026304513302909047,0.026304513302909047,0.8269357575416962,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,922,0.03713793675180167,0.03713793675180167,0.8422589060952127,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,923,0.016700035089392336,0.016700035089392336,0.8514243882174625,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,924,0.011332244424200166,0.011332244424200166,0.8778164921751854,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,925,-0.0058086059938103,0.0058086059938103,0.9125738254713152,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,926,-0.0436261712551686,0.0436261712551686,0.9492855888571295,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,927,0.00999230469306748,0.00999230469306748,0.9659185613262862,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,928,0.0315210799200852,0.0315210799200852,0.9731309637723328,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,929,0.060268631988309715,0.060268631988309715,0.9967090127481044,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,930,0.06065761975784169,0.06065761975784169,1.0030408346415112,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,931,-0.02410748762238684,0.02410748762238684,0.9958224101529649,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,932,-0.07712978926125838,0.07712978926125838,1.0395168470432774,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,933,-0.0025616689151287345,0.0025616689151287345,1.0654127127503188,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,934,0.026491035762383444,0.026491035762383444,1.0848158694699914,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,935,0.02314677706946894,0.02314677706946894,1.083180377284005,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,936,0.015046213825357289,0.015046213825357289,1.0998621585385093,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,937,-0.029787973213993693,0.029787973213993693,1.1202199475818715,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,938,-0.01981975198847137,0.01981975198847137,1.1235233255340802,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,939,-0.03285047797354971,0.03285047797354971,1.1308458514912603,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,940,-0.03619851559726184,0.03619851559726184,1.133396657676445,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,941,-0.012502777468686051,0.012502777468686051,1.1210400501356186,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,942,0.011220092739075984,0.011220092739075984,1.1117475325036301,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,943,-0.005788556780461487,0.005788556780461487,1.0956575759037055,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,944,-0.0266145765578457,0.0266145765578457,1.1011507413989619,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,945,-0.009193716624121707,0.009193716624121707,1.1168017216475141,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,946,0.00011248594710699337,0.00011248594710699337,1.1144536627268156,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,947,-0.012048648556716753,0.012048648556716753,1.1100024889823839,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,948,0.02845210515208236,0.02845210515208236,1.11625417301585,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,949,-0.0009935040684682607,0.0009935040684682607,1.113786395772972,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,950,-0.06370096650474469,0.06370096650474469,1.1147841066528668,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,951,-0.05789925598205032,0.05789925598205032,1.1118220404422543,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,952,-0.021010232053565232,0.021010232053565232,1.1062670179281602,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,953,-0.004424954035442701,0.004424954035442701,1.1040405807181772,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,954,-0.014831291381762222,0.014831291381762222,1.0885480400829903,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,955,-0.022338423247645456,0.022338423247645456,1.0636248267539634,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,956,-0.02602680066915325,0.02602680066915325,1.0537143116483048,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,957,-0.011306450270990209,0.011306450270990209,1.0466474427488062,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,958,-0.035724619391216676,0.035724619391216676,1.0297592055871743,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,959,0.03235666826343963,0.03235666826343963,1.0293200903612478,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,960,0.06560202935520285,0.06560202935520285,1.035543819367919,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,961,-0.015382257413441689,0.015382257413441689,0.9830756890846546,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,962,-0.05638097457189971,0.05638097457189971,0.941804407753231,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,963,-0.023840131580992265,0.023840131580992265,0.917198501806073,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,964,0.039578293477439686,0.039578293477439686,0.966282052748116,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,965,-0.019116122439086596,0.019116122439086596,1.0628178712328409,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,966,-0.037115262383332986,0.037115262383332986,1.1523426497753542,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,967,-0.003342992551503718,0.003342992551503718,1.129189006868145,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,968,0.022670460637041076,0.022670460637041076,1.0191945271219993,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,969,-0.005920645868733884,0.005920645868733884,0.9191490261532571,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,970,-0.06204391939195494,0.06204391939195494,0.823730249084799,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,971,-0.04246459151244579,0.04246459151244579,0.7369101820440668,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,972,0.024082844698014406,0.024082844698014406,0.6746833921725496,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,973,0.014901026839977618,0.014901026839977618,0.6803321959924356,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,974,-0.022521712740390828,0.022521712740390828,0.7369719985926086,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,975,-0.0007605675004264366,0.0007605675004264366,0.8142753764981914,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,976,-0.005181557570118047,0.005181557570118047,0.8840093405150048,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,977,-0.008014268859778875,0.008014268859778875,0.9106316720010775,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,978,-0.03922646760729303,0.03922646760729303,0.9619691956729113,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,979,-0.07441752142780911,0.07441752142780911,0.9807654995569185,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,980,-0.030416557528712626,0.030416557528712626,0.9635235365694004,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,981,0.021341980839648323,0.021341980839648323,0.9733515616480376,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,982,0.05236825041812131,0.05236825041812131,0.9419191600200653,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,983,0.03297617726834866,0.03297617726834866,0.8913066282162261,irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,984,-0.07325423347259724,0.07325423347259724,0.8966431008862378,nao_irrigado
thr_0p05_rank_01_763_986,0.05,1,763,986,985,-0.057835537429013574,0.057835537429013574,0.8760470554031952,nao_irrigado
